date,ec_topic_0,ec_topic_1,ec_topic_2,ec_topic_3,ec_topic_4,ec_topic_5,ec_topic_6,ec_topic_7,ec_topic_8,ec_topic_9
2022-13,0.05096692,0.0004196405,0.0129123675,0.00041963873,0.09448798,0.3216296,0.04207593,0.016293345,0.46037492,0.000419607
2022-14,0.011585261,0.03194225,0.03718915,0.09558256,0.04448103,0.29513884,0.027241966,0.01931742,0.42629924,0.011222276
2022-15,0.26581115,0.0004763287,0.00047638832,0.020653842,0.0004763527,0.00047635369,0.0004763933,0.00047634513,0.7102005,0.00047631582
2022-16,0.015016889,0.000282616,0.12736067,0.00028259205,0.21406107,0.0002825961,0.07106075,0.00028261202,0.57108766,0.00028258268
2022-17,0.14473565,0.017785965,0.02741745,0.0737307,0.0073763356,0.16828956,0.039434586,0.012300382,0.50830597,0.0006233572
2022-18,0.00046011337,0.00046011346,0.05668753,0.0983352,0.01852122,0.32228056,0.032665316,0.038546387,0.40148756,0.03055601
2022-19,0.17574053,0.00045780608,0.104900055,0.05079999,0.007781749,0.06386475,0.13298126,0.008655409,0.45436063,0.00045781865
2022-20,0.058746386,0.015322249,0.026676968,0.03114705,0.047272593,0.1460144,0.015896933,0.01955503,0.61992174,0.019446557
2022-21,0.0004172532,0.00041719433,0.07669921,0.14133456,0.00041721214,0.33716846,0.005078125,0.00041721883,0.40864098,0.029409835
2022-22,0.00029151543,0.00029158214,0.027922606,0.13817851,0.0067122206,0.19150332,0.00987408,0.038539402,0.5726042,0.014082548
2022-23,0.06614941,0.0031436423,0.06684117,0.06387683,0.032023102,0.1078553,0.04111421,0.06513075,0.54631853,0.0075470516
2022-24,0.055136777,0.0003926237,0.0749924,0.059091322,0.00039262814,0.18734133,0.019588368,0.02114493,0.581527,0.0003926306
2022-25,0.08243939,0.030359231,0.055443678,0.031198587,0.0034592848,0.14247474,0.0925492,0.039787795,0.50008994,0.022198133
2022-26,0.10915782,0.0029552144,0.050802935,0.053114433,0.0074523585,0.13671887,0.0053683706,0.015727133,0.6183831,0.00031973585
2022-27,0.03507888,0.034186784,0.04014712,0.1143568,0.0003713518,0.245404,0.014058681,0.04640914,0.46961588,0.00037135245
2022-28,0.039057527,0.05251841,0.11234649,0.020889573,0.0005352607,0.1441173,0.012563084,0.029782036,0.58765507,0.0005352672
2022-29,0.07291673,0.0003068933,0.013260369,0.06935415,0.00030690382,0.16949809,0.05110139,0.00920372,0.5921054,0.02194638
2022-30,0.0008199798,0.0008199176,0.0008199628,0.00081995275,0.00081995944,0.20327891,0.0008200392,0.00082000677,0.79016125,0.00082003314
2022-31,0.0008624235,0.046849612,0.36231744,0.00086233433,0.0008623435,0.095888,0.0008623955,0.00086240924,0.48977065,0.000862372
2022-34,0.0006644704,0.0006643895,0.30754915,0.09055682,0.0006644388,0.35577813,0.0006644476,0.0006644272,0.24212928,0.0006644396
2022-35,0.0011914858,0.00032014019,0.02781861,0.19444571,0.00032017266,0.1559405,0.0063044424,0.0018967916,0.6082879,0.0034743082
2022-36,0.00032566936,0.0003256587,0.0011630679,0.0860798,0.07274595,0.13735375,0.018453397,0.011877117,0.629283,0.04239256
2022-37,0.054749876,0.044181447,0.07882394,0.12482912,0.00021764502,0.15041348,0.041506212,0.0030608212,0.44658828,0.055629175
2022-38,0.072075374,0.009572109,0.08567635,0.041900136,0.04436393,0.13782533,0.11662847,0.004257737,0.4489109,0.03878969
2022-39,0.00038310266,0.00038309104,0.20745225,0.108037464,0.00038311165,0.25622863,0.007121367,0.054549783,0.365078,0.00038315973
2022-40,0.053729076,0.055948824,0.033188015,0.018707495,0.00069695775,0.21193667,0.016376613,0.033663962,0.54971766,0.026034722
2022-41,0.0049033305,0.007293616,0.044714253,0.19028665,0.023363708,0.19734047,0.029117478,0.004072379,0.48503447,0.01387365
2022-42,0.027801033,0.00030553702,0.019053433,0.051868256,0.009880046,0.1263161,0.067354284,0.084177226,0.60002875,0.013215354
2022-43,0.046757028,0.008922968,0.05336348,0.114062436,0.003035528,0.18534687,0.05242357,0.052138958,0.46655825,0.017390851
2022-44,0.13334277,0.001889104,0.024444185,0.023722224,0.0002914687,0.041875005,0.023199797,0.00029146738,0.75065255,0.00029146337
2022-45,0.09233215,0.0024755797,0.009793641,0.077215515,0.024043808,0.114818394,0.021885924,0.008179982,0.64551735,0.0037375763
2022-46,0.20279036,0.0005518895,0.03961048,0.02433396,0.05378603,0.132381,0.0026622675,0.0016228072,0.5349069,0.0073542194
2022-47,0.005379914,0.03708953,0.10438284,0.083307795,0.0065069897,0.17881712,0.0172248,0.010307977,0.5562745,0.00070852373
2022-48,0.119226545,0.021252804,0.09637402,0.055787496,0.0009729138,0.15918113,0.011657357,0.0113065215,0.50162774,0.022613488
2022-49,0.0914625,0.008816027,0.061063,0.09210904,0.00054366176,0.109562434,0.05364722,0.024816424,0.53710866,0.020871054
2022-50,0.08960989,0.0026216642,0.012384513,0.048846245,0.041227635,0.10763929,0.030659882,0.016611485,0.63702756,0.013371886
2022-51,0.058861855,0.0008991787,0.07996077,0.0008992781,0.0008992652,0.04084014,0.0008992327,0.00089922035,0.8149419,0.0008992064
2023-01,0.0005466342,0.0005466017,0.33943072,0.10162605,0.00054663466,0.36750102,0.000546666,0.0005466431,0.18816233,0.0005466979
2023-02,0.07745694,0.011873305,0.08159112,0.12206403,0.0004644159,0.2590147,0.021799134,0.034712475,0.38161612,0.00940769
2023-03,0.0002069483,0.00020693964,0.00076334225,0.09298879,0.048570532,0.15291367,0.0002069625,0.01816092,0.5956986,0.0902833
2023-04,0.02046963,0.009490708,0.106351905,0.08936351,0.0003414927,0.019769607,0.08121983,0.00034148953,0.63021624,0.042435586
2023-05,0.01540369,0.029360082,0.03881664,0.081073254,0.014264186,0.23977599,0.034978308,0.018692158,0.49541324,0.032222517
2023-06,0.0012137509,0.004668373,0.04129345,0.02897986,0.015851079,0.15091115,0.047733903,0.03536415,0.670609,0.003375278
2023-07,0.0006546407,0.00065458403,0.0038619835,0.060887285,0.0006546296,0.45550865,0.023585051,0.011355191,0.4326407,0.010197299
2023-08,0.053153407,0.00039819785,0.10138005,0.04161643,0.018936427,0.32282326,0.011053065,0.0003982584,0.44510293,0.005138015
2023-09,0.06255388,0.020326383,0.05469971,0.012842111,0.02688124,0.28898644,0.03933469,0.0049958997,0.48842642,0.0009532462
2023-10,0.09942023,0.0051511475,0.07370252,0.02992175,0.01238902,0.15183899,0.010634159,0.029374445,0.55936486,0.028202875
2023-11,0.10955687,0.00038321107,0.100164965,0.046853084,0.018615102,0.09060078,0.0074766134,0.014950669,0.5858348,0.025563873
2023-12,0.0493786,0.012628147,0.09377863,0.086710915,0.05277716,0.12191426,0.08845313,0.020387916,0.45871,0.015261264
2023-13,0.051265974,0.0005766516,0.3708985,0.099531874,0.00057669636,0.14420421,0.001124909,0.04081015,0.2438815,0.04712949
2023-14,0.10573058,0.00086995255,0.04310732,0.019121757,0.0008699714,0.40726167,0.0008700221,0.12239162,0.2903496,0.009427496
2023-16,0.09578239,0.00040174974,0.1492713,0.082781516,0.0004017083,0.113527626,0.0004017454,0.09436881,0.46266142,0.00040175347
2023-17,0.02031263,0.0019756241,0.14878489,0.06312173,0.006131258,0.07454061,0.02813531,0.007324322,0.64274627,0.0069273827
2023-18,0.037004083,0.0005337087,0.043161143,0.09229146,0.00053374656,0.10410983,0.13404647,0.00053373707,0.58725214,0.00053373375
2023-19,0.029016936,0.0006667178,0.26856613,0.06358814,0.0006667154,0.38860017,0.0018816914,0.0006667625,0.24568003,0.00066668587
2023-20,0.16862012,0.021795403,0.11997477,0.1025852,0.0021229421,0.14980042,0.033892337,0.023353009,0.37047467,0.0073811375
2023-21,0.19885668,0.00068210124,0.10262531,0.12960826,0.0006821376,0.14012039,0.013504326,0.016159749,0.38281268,0.014948359
2023-22,0.007979227,0.00039139128,0.09447537,0.01984134,0.13819997,0.13547784,0.08627396,0.02026982,0.4667781,0.030312994
2023-23,0.049720865,0.025338301,0.14296843,0.075215496,0.084384955,0.06605664,0.010471112,0.018173939,0.5101917,0.017478533
2023-24,0.16737534,0.0003625433,0.039172832,0.11508419,0.013612624,0.10535932,0.00039267863,0.003001845,0.54450864,0.011129956
2023-25,0.09048549,0.0041618105,0.010827846,0.05651672,0.0058567077,0.123238295,0.003147168,0.025977537,0.6679467,0.011841654
2023-26,0.043601092,0.041620784,0.028279755,0.06448852,0.00065234484,0.114592925,0.02284449,0.016416162,0.6438624,0.023641469
2023-27,0.026193684,0.051324565,0.00043164217,0.0766905,0.0004315826,0.33420753,0.032656096,0.042691503,0.42435765,0.011015224
2023-28,0.28956088,0.0049055195,0.0003275785,0.06046135,0.0038639233,0.13571264,0.00032759222,0.02314982,0.48136315,0.00032755986
2023-29,0.19775085,0.0010129327,0.049638797,0.062186785,0.013768456,0.050137043,0.01604019,0.0019056207,0.5662861,0.04127329
2023-30,0.11140966,0.00030685923,0.032598328,0.052956983,0.01747595,0.06328618,0.0003068712,0.03288143,0.6771458,0.01163194
2023-31,0.20167781,0.0004708136,0.050248276,0.051761568,0.035189293,0.12056924,0.00047081636,0.00916286,0.5299785,0.00047081555
2023-32,0.00047405533,0.00047406432,0.06945279,0.21057132,0.022079153,0.29493034,0.11169648,0.00047412422,0.2893736,0.00047406665
2023-34,0.0018174083,0.05762628,0.13260975,0.0018178001,0.0018172432,0.46700963,0.0018175704,0.0018176098,0.3318494,0.0018173078
2023-35,0.0013161885,0.15937422,0.0013162021,0.0013162539,0.001316153,0.28643358,0.0013160973,0.0013161347,0.5449791,0.0013161153
2023-36,0.16520762,0.0027680106,0.070522055,0.07266707,0.013703818,0.03866466,0.039853618,0.0028907768,0.5492711,0.04445128
2023-37,0.057453822,0.03384235,0.1991595,0.14351138,0.0005378407,0.15887439,0.026150998,0.0053921663,0.37054843,0.0045291274
2023-38,0.039025046,0.01025841,0.041844252,0.068409346,0.04287303,0.11159228,0.047221255,0.023760047,0.6065962,0.0084201265
2023-39,0.05974604,0.003193234,0.03978914,0.09422425,0.011178275,0.1740436,0.0038921356,0.03655213,0.565949,0.011432192
2023-40,0.051718704,0.0006297975,0.061947975,0.048807956,0.038701713,0.16013426,0.011683597,0.028449187,0.5758093,0.02211749
2023-41,0.032614265,0.0034716276,0.11756125,0.039095625,0.0363536,0.28907588,0.051620718,0.02435719,0.3677487,0.03810121
2023-42,0.039902866,0.010690108,0.112020254,0.123578034,0.02573511,0.22007515,0.008936333,0.039427083,0.41473314,0.0049019125
2023-43,0.08582332,0.006680443,0.07208407,0.02213291,0.03433041,0.08751963,0.02440238,0.038462292,0.60902137,0.01954321
2023-44,0.0792749,0.00925175,0.052430365,0.096378215,0.029004356,0.17430376,0.04926616,0.041884895,0.46554086,0.00266474
2023-45,0.027081667,0.00721284,0.16082841,0.069756575,0.027580893,0.1403928,0.051287893,0.011437431,0.5012124,0.003209048
2023-46,0.043809775,0.0005124778,0.051952478,0.055776514,0.017602643,0.19581628,0.028359788,0.00051249715,0.598601,0.0070565417
2023-47,0.1912169,0.0049645877,0.0531938,0.017052094,0.040535387,0.14412466,0.010504066,0.0049255784,0.53055227,0.0029306826
2023-48,0.049477402,0.0033817645,0.0374658,0.06252049,0.011650327,0.06705265,0.01990078,0.012442615,0.71392316,0.02218502
2023-49,0.21958706,0.0068487427,0.053645976,0.016786247,0.032912068,0.10296134,0.077669464,0.0311211,0.44235685,0.016111122
2023-50,0.053651597,0.0063389307,0.11233425,0.07679735,0.005901618,0.100387804,0.036069803,0.022629112,0.58033097,0.0055585685
2023-51,0.10742458,0.00046849874,0.02986851,0.06454637,0.027066667,0.026870929,0.06949387,0.013223938,0.6555568,0.00547977
2023-52,0.021996856,0.001229322,0.18119764,0.001229345,0.0012292237,0.19829911,0.07132123,0.0012292442,0.5210389,0.0012292145
