date,ec_topic_0,ec_topic_1,ec_topic_2,ec_topic_3,ec_topic_4,ec_topic_5,ec_topic_6,ec_topic_7,ec_topic_8,ec_topic_9,wh_topic_0,wh_topic_1,wh_topic_2,wh_topic_3,wh_topic_4,wh_topic_5,wh_topic_6,wh_topic_7,wh_topic_8,wh_topic_9
2021-03,0.0063790944,0.021165963,0.6246198,0.055371426,0.0076625966,0.066990465,0.14096662,0.04539068,0.012441846,0.019011512,0.04593415,0.17752685,0.0013478036,0.09418368,0.3320772,0.10290203,0.08635779,0.07525763,0.0097767105,0.07463616
2021-04,0.0005513671,0.0036618744,0.5541748,0.06861547,0.024624687,0.09615449,0.21927175,0.0005513984,0.031842817,0.0005514023,0.012276429,0.17610487,0.00022144525,0.08848215,0.321179,0.060972836,0.18958415,0.022287989,0.07643951,0.05245162
2021-05,0.0021797633,0.00028328452,0.539735,0.23362976,0.07569285,0.012271114,0.0678875,0.00028328737,0.06598849,0.002048932,0.079090655,0.2744923,0.0051067723,0.08127026,0.21370511,0.042307984,0.18068604,0.05320032,0.0026847543,0.067455806
2021-06,0.014492224,0.00037524258,0.78676337,0.0066399556,0.00037527934,0.00037525254,0.16382967,0.026398541,0.00037527076,0.0003752285,0.032825954,0.18863298,0.0017789602,0.17611112,0.08671191,0.021444898,0.30851606,0.0626448,0.044214696,0.077118605
2021-07,0.00023788097,0.008722648,0.41568437,0.034723926,0.00023788915,0.1772852,0.3468165,0.015027163,0.00023788473,0.0010265502,0.054428972,0.14820993,0.005028661,0.11308778,0.13769783,0.07493309,0.2399519,0.07433395,0.040812794,0.11151506
2021-08,0.00028569365,0.00028569828,0.60390896,0.020003367,0.0002856953,0.093275934,0.19368006,0.026091063,0.061897833,0.00028568503,0.048007194,0.14186865,0.0007292471,0.1335333,0.07272168,0.04362526,0.31362304,0.088627495,0.06579444,0.09146968
2021-09,0.0003067491,0.00030675513,0.4788353,0.120009914,0.10581485,0.09491443,0.016039396,0.09926373,0.059231766,0.025277123,0.07929373,0.18462825,0.002493356,0.24265137,0.10896268,0.01713451,0.23576549,0.027885124,0.038321383,0.06286408
2021-10,0.0003876221,0.025632132,0.55660045,0.09490713,0.022905609,0.15743369,0.13018373,0.0036932097,0.0025480625,0.0057084444,0.05706409,0.12981556,0.0024808717,0.117249966,0.19518319,0.025141982,0.24753389,0.051819086,0.024669284,0.14904208
2021-11,0.0030586503,0.008182772,0.62623876,0.06460247,0.015087538,0.07504723,0.14936255,0.033215683,0.024591602,0.00061276584,0.04716878,0.113376714,0.008366332,0.14006476,0.18796548,0.07421861,0.19326955,0.06969586,0.006085204,0.15978865
2021-12,0.00031873558,0.00031872973,0.5405134,0.03243632,0.000318729,0.16140787,0.18337172,0.076667674,0.002985998,0.0016608061,0.047631018,0.1725414,0.03069361,0.25280422,0.083467364,0.063054614,0.10362813,0.07426809,0.016098522,0.15581308
2021-13,0.06943729,0.00043198842,0.68368787,0.00043196898,0.015196928,0.18336366,0.036303964,0.0004319872,0.010282313,0.0004320346,0.07389871,0.19643338,0.0020779183,0.098597445,0.09051765,0.011618884,0.2654039,0.05570399,0.097079776,0.10866839
2021-14,0.0002043747,0.016241144,0.5363027,0.00020437653,0.03278767,0.2379069,0.13269909,0.043244988,0.0002043722,0.0002043749,0.05780828,0.15659834,0.001030345,0.18616742,0.07228577,0.009766106,0.2560664,0.020045465,0.06349091,0.17674097
2021-15,0.0004330659,0.0004330606,0.4195289,0.00043307355,0.00043307402,0.00043308738,0.5770066,0.00043305242,0.00043307172,0.00043304273,0.029625297,0.12855,0.0016494918,0.16554843,0.049531277,0.028413674,0.08109819,0.18406735,0.061059006,0.27045733
2021-16,0.010314429,0.004897046,0.6103134,0.04747864,0.009540187,0.14697912,0.12672466,0.033966422,0.0045177964,0.00526833,0.02341734,0.15664463,0.0007042414,0.16018915,0.07520559,0.14377315,0.15874985,0.012944107,0.06766844,0.20070344
2021-17,0.00047267493,0.033946842,0.6372356,0.15238813,0.0013535923,0.06420683,0.05241694,0.03784288,0.0065316833,0.013604827,0.064295724,0.12001463,0.0010453889,0.14068739,0.07545441,0.022265729,0.2065313,0.080828935,0.06791295,0.22096357
2021-18,0.024684196,0.0002809167,0.5692807,0.06665046,0.0057684225,0.17026468,0.13570578,0.010352735,0.0031046001,0.01390754,0.15814927,0.12488298,0.01821865,0.17469989,0.11303578,0.040206686,0.2720905,0.028624306,0.059586074,0.010505883
2021-19,0.0003115039,0.00031152912,0.47082734,0.38685012,0.00031153244,0.045567967,0.0003115292,0.08291171,0.012285278,0.00031150447,0.039019186,0.17780806,0.000708731,0.100169025,0.13407078,0.01293998,0.32679704,0.051330306,0.041437224,0.1157197
2021-20,0.00026794942,0.0002679385,0.42340603,0.020235317,0.005076161,0.3193372,0.22829589,0.00026794182,0.002577651,0.00026794945,0.023041666,0.14327183,0.0023434476,0.15979406,0.11143874,0.05756008,0.12710202,0.20221937,0.04793806,0.12529069
2021-21,0.0003846071,0.00038460316,0.6540495,0.084624685,0.023232989,0.08328274,0.042761113,0.11051051,0.00038460328,0.00038461108,0.05424253,0.15704818,0.012532263,0.27178082,0.13882576,0.023641344,0.0834959,0.1038221,0.023245648,0.13136555
2021-22,0.01253395,0.004226511,0.5287576,0.057795823,0.0025824576,0.29182443,0.08136786,0.01216159,0.002946707,0.0058031464,0.047439225,0.15182552,0.0017135312,0.1978396,0.09771468,0.041592788,0.25542283,0.055264965,0.022753052,0.12843384
2021-23,0.0001810707,0.0041771946,0.6070403,0.00018106938,0.061372727,0.19090286,0.08921974,0.02842331,0.018320682,0.00018105976,0.025881475,0.101349995,0.004187246,0.086146526,0.06231648,0.16335543,0.088696435,0.34217265,0.038576674,0.0873171
2021-24,0.00041021465,0.006416456,0.7763279,0.019969,0.0021602903,0.09286704,0.064177625,0.019300861,0.008974555,0.009396029,0.016810337,0.06816476,0.024865158,0.14207649,0.05964087,0.04775789,0.09068994,0.38911295,0.018127142,0.14275442
2021-25,0.0019002797,0.009118323,0.8499551,0.044085003,0.004973064,0.022579327,0.028508749,0.010391375,0.021997022,0.0064917393,0.041004166,0.1692797,0.0035519556,0.19555955,0.16812111,0.05082584,0.123130925,0.038231526,0.05403648,0.15625878
2021-26,0.0003139953,0.00031399977,0.7582345,0.034550454,0.03442472,0.018831732,0.08208311,0.014210771,0.021865785,0.03517095,0.06907523,0.14441557,0.004173522,0.24757329,0.106402434,0.039394874,0.14107731,0.044069886,0.0868392,0.11697866
2021-27,0.00034467469,0.005788331,0.74590117,0.033292666,0.01178404,0.08568035,0.09819848,0.009227094,0.0055624396,0.004220739,0.08352664,0.12718572,0.0008263532,0.22617681,0.10283142,0.009743915,0.08496926,0.1596571,0.033463966,0.17161882
2021-28,0.016343413,0.00037257798,0.64959174,0.13948089,0.04360648,0.106194414,0.0014853904,0.00517022,0.013218424,0.024536477,0.055038083,0.20926902,0.008589041,0.121437326,0.099542,0.095085725,0.09417414,0.15766004,0.040992904,0.11821176
2021-29,0.00026435158,0.008308534,0.6805615,0.00026432893,0.037405126,0.08851092,0.11761468,0.00026434282,0.040650602,0.026155641,0.0872102,0.13727926,0.0023759296,0.23285292,0.03718606,0.019798936,0.16392712,0.060858704,0.04556696,0.2129439
2021-30,0.00078017876,0.000780197,0.63742733,0.034163818,0.016415741,0.1467632,0.15368609,0.0007802347,0.0007802063,0.00842298,0.014381572,0.12098171,0.0013636892,0.18133813,0.11093978,0.020805005,0.16427127,0.09242471,0.045459077,0.24803509
2021-31,0.00031998046,0.0003199512,0.84545076,0.00031993998,0.00031999635,0.022675827,0.11986854,0.0003199539,0.006296161,0.0041088527,0.04819032,0.1369676,0.00089769915,0.1565606,0.097403176,0.045499187,0.18651602,0.0071941637,0.12643309,0.19433819
2021-32,0.00028140348,0.0002813891,0.97608894,0.0002813734,0.00028142682,0.00028140767,0.00028139836,0.0002813834,0.021659888,0.00028140735,0.1527379,0.057047453,0.0012533295,0.12455656,0.19398008,0.04195276,0.1408781,0.03413029,0.06842824,0.18503532
2021-33,0.00027878262,0.00027877756,0.85775894,0.06231965,0.0041136094,0.014250014,0.010831681,0.049610976,0.00027879467,0.00027879328,0.08407538,0.05588783,0.0030198258,0.05068133,0.11388681,0.0421449,0.16893847,0.25754982,0.004246061,0.21956956
2021-34,0.00027501164,0.0002750177,0.7475184,0.05732958,0.00027505503,0.06712634,0.00027503606,0.1263755,0.00027501874,0.0002750401,0.011945806,0.16551548,0.00095468044,0.13996965,0.03301024,0.028698342,0.24249619,0.22803353,0.02013101,0.12924513
2021-35,0.00028928547,0.00028926844,0.731635,0.0002892568,0.00028929592,0.0106296195,0.2557104,0.00028927834,0.0002893027,0.0002892685,0.039673477,0.1532238,0.0055400063,0.1891729,0.123393275,0.048441704,0.16868979,0.12651356,0.061326426,0.08402503
2021-36,0.000253978,0.00025396375,0.9948176,0.0002539632,0.00025400636,0.00025400546,0.00025397935,0.00025396902,0.0002539997,0.003150533,0.10022156,0.15934122,0.0003822945,0.19324613,0.06240928,0.034669433,0.21736667,0.052180637,0.050884467,0.1292983
2021-37,0.001550805,0.005979837,0.68947756,0.04376495,0.015324282,0.17098515,0.03470444,0.009099641,0.0039276173,0.025185686,0.06121082,0.11670327,0.0153523395,0.13623308,0.069208235,0.1275485,0.087943256,0.11244832,0.106898926,0.16645324
2021-38,0.00041837152,0.00041836864,0.2987796,0.061317,0.00041838558,0.44245303,0.16523384,0.024171673,0.0004183643,0.0063713803,0.019313086,0.12720928,0.008858684,0.10202466,0.060301136,0.13825965,0.11946348,0.17917295,0.0251925,0.22020456
2021-39,0.00022438052,0.0012078495,0.8499318,0.014709747,0.014188332,0.0012309023,0.065668575,0.015329504,0.037284516,0.00022437102,0.09192601,0.24636966,0.0003768939,0.06773313,0.07315808,0.034581274,0.14150244,0.047700398,0.03214248,0.26450965
2021-40,0.026996162,0.004077906,0.7817224,0.017882673,0.026372086,0.08375983,0.0044475878,0.022288166,0.018726787,0.013726368,0.11102442,0.1606775,0.0028053327,0.1395459,0.1099168,0.030860845,0.0968416,0.12504314,0.073669404,0.14961503
2021-41,0.0004205533,0.014089161,0.7077075,0.056559492,0.040255945,0.065996684,0.0010705696,0.10392613,0.00042054887,0.00955336,0.0994464,0.16851863,0.00092010974,0.1315631,0.051960878,0.09563695,0.14635809,0.13740088,0.075146735,0.09304823
2021-42,0.0149383405,0.0080889,0.7362966,0.019849138,0.00946069,0.09457682,0.061541148,0.031008972,0.0040298095,0.020209517,0.112834744,0.22284406,0.00061336334,0.2132037,0.04267576,0.047447987,0.15752438,0.038881544,0.03762231,0.12635216
2021-43,0.013092494,0.005162005,0.48764104,0.0043806005,0.00019711182,0.2918215,0.15911445,0.00019711096,0.03819656,0.00019711004,0.06399541,0.09539345,0.014174216,0.08577601,0.03224093,0.19632886,0.029402912,0.28336126,0.072826914,0.12650001
2021-44,0.018772133,0.00042703492,0.47606206,0.05428856,0.0013481397,0.40661675,0.0033746825,0.0077791917,0.020851959,0.010479491,0.10725744,0.07707672,0.019297654,0.089210056,0.09303403,0.20387709,0.09259119,0.08341799,0.111709006,0.12252883
